id,issueId,commentId,commentAuthor,commentTime,commentHTML,commentText,issue
324,36156,"Comment 8","Palanivel Rajan","2008-05-07 05:46:58","Team,

I am able to reproduce this bug.

I am trying to compile a huge application(build takes 3 hours!!!!) with ANT.1.6.5 and with a XMLLogger in verbose mode. This is error occurs at the end of my build.so i my guess is that it is happening when you try to write the XMLLogger output.

I tried to do the same activity without verbose mode and its completes successfully.

Size of my xml log output(with verbose) :11.1 MB
Size of my xml log output(without verbose) :592 KB

I am running my build in window 2003 server


BUILD FAILED

java.lang.OutOfMemoryError: ZIP004:OutOfMemoryError, MEM_ERROR in inflateInit2
	at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1225)
	at org.apache.tools.ant.Project.executeTarget(Project.java:1185)
	at org.apache.tools.ant.helper.DefaultExecutor.executeTargets(DefaultExecutor.java:40)
	at org.apache.tools.ant.Project.executeTargets(Project.java:1068)
	at org.apache.tools.ant.Main.runBuild(Main.java:668)
	at org.apache.tools.ant.Main.startAnt(Main.java:187)
	at org.apache.tools.ant.Main.start(Main.java:150)
	at org.apache.tools.ant.Main.main(Main.java:240)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:64)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:615)
	at com.ibm.ws.bootstrap.WSLauncher.main(WSLauncher.java:263)
Caused by: java.lang.OutOfMemoryError: ZIP004:OutOfMemoryError, MEM_ERROR in inflateInit2
	at java.util.zip.Inflater.init(Native Method)
	at java.util.zip.Inflater.&lt;init&gt;(Inflater.java:95)
	at org.apache.tools.zip.ZipFile.getInputStream(ZipFile.java:208)
	at org.apache.tools.ant.taskdefs.Expand.expandFile(Expand.java:121)
	at org.apache.tools.ant.taskdefs.Expand.execute(Expand.java:92)
	at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:275)
	at org.apache.tools.ant.Task.perform(Task.java:364)
	at org.apache.tools.ant.Target.execute(Target.java:341)
	at org.apache.tools.ant.Target.performTasks(Target.java:369)
	at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1216)
	... 12 more
--- Nested Exception ---
java.lang.OutOfMemoryError: ZIP004:OutOfMemoryError, MEM_ERROR in inflateInit2
	at java.util.zip.Inflater.init(Native Method)
	at java.util.zip.Inflater.&lt;init&gt;(Inflater.java:95)
	at org.apache.tools.zip.ZipFile.getInputStream(ZipFile.java:208)
	at org.apache.tools.ant.taskdefs.Expand.expandFile(Expand.java:121)
	at org.apache.tools.ant.taskdefs.Expand.execute(Expand.java:92)
	at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:275)
	at org.apache.tools.ant.Task.perform(Task.java:364)
	at org.apache.tools.ant.Target.execute(Target.java:341)
	at org.apache.tools.ant.Target.performTasks(Target.java:369)
	at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1216)
	at org.apache.tools.ant.Project.executeTarget(Project.java:1185)
	at org.apache.tools.ant.helper.DefaultExecutor.executeTargets(DefaultExecutor.java:40)
	at org.apache.tools.ant.Project.executeTargets(Project.java:1068)
	at org.apache.tools.ant.Main.runBuild(Main.java:668)
	at org.apache.tools.ant.Main.startAnt(Main.java:187)
	at org.apache.tools.ant.Main.start(Main.java:150)
	at org.apache.tools.ant.Main.main(Main.java:240)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:64)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:615)
	at com.ibm.ws.bootstrap.WSLauncher.main(WSLauncher.java:263)","Team,

I am able to reproduce this bug.

I am trying to compile a huge application(build takes 3 hours!!!!) with ANT.1.6.5 and with a XMLLogger in verbose mode. This is error occurs at the end of my build.so i my guess is that it is happening when you try to write the XMLLogger output.

I tried to do the same activity without verbose mode and its completes successfully.

Size of my xml log output(with verbose) :11.1 MB
Size of my xml log output(without verbose) :592 KB

I am running my build in window 2003 server


BUILD FAILED

java.lang.OutOfMemoryError: ZIP004:OutOfMemoryError, MEM_ERROR in inflateInit2
	at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1225)
	at org.apache.tools.ant.Project.executeTarget(Project.java:1185)
	at org.apache.tools.ant.helper.DefaultExecutor.executeTargets(DefaultExecutor.java:40)
	at org.apache.tools.ant.Project.executeTargets(Project.java:1068)
	at org.apache.tools.ant.Main.runBuild(Main.java:668)
	at org.apache.tools.ant.Main.startAnt(Main.java:187)
	at org.apache.tools.ant.Main.start(Main.java:150)
	at org.apache.tools.ant.Main.main(Main.java:240)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:64)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:615)
	at com.ibm.ws.bootstrap.WSLauncher.main(WSLauncher.java:263)
Caused by: java.lang.OutOfMemoryError: ZIP004:OutOfMemoryError, MEM_ERROR in inflateInit2
	at java.util.zip.Inflater.init(Native Method)
	at java.util.zip.Inflater.<init>(Inflater.java:95)
	at org.apache.tools.zip.ZipFile.getInputStream(ZipFile.java:208)
	at org.apache.tools.ant.taskdefs.Expand.expandFile(Expand.java:121)
	at org.apache.tools.ant.taskdefs.Expand.execute(Expand.java:92)
	at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:275)
	at org.apache.tools.ant.Task.perform(Task.java:364)
	at org.apache.tools.ant.Target.execute(Target.java:341)
	at org.apache.tools.ant.Target.performTasks(Target.java:369)
	at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1216)
	... 12 more
--- Nested Exception ---
java.lang.OutOfMemoryError: ZIP004:OutOfMemoryError, MEM_ERROR in inflateInit2
	at java.util.zip.Inflater.init(Native Method)
	at java.util.zip.Inflater.<init>(Inflater.java:95)
	at org.apache.tools.zip.ZipFile.getInputStream(ZipFile.java:208)
	at org.apache.tools.ant.taskdefs.Expand.expandFile(Expand.java:121)
	at org.apache.tools.ant.taskdefs.Expand.execute(Expand.java:92)
	at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:275)
	at org.apache.tools.ant.Task.perform(Task.java:364)
	at org.apache.tools.ant.Target.execute(Target.java:341)
	at org.apache.tools.ant.Target.performTasks(Target.java:369)
	at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1216)
	at org.apache.tools.ant.Project.executeTarget(Project.java:1185)
	at org.apache.tools.ant.helper.DefaultExecutor.executeTargets(DefaultExecutor.java:40)
	at org.apache.tools.ant.Project.executeTargets(Project.java:1068)
	at org.apache.tools.ant.Main.runBuild(Main.java:668)
	at org.apache.tools.ant.Main.startAnt(Main.java:187)
	at org.apache.tools.ant.Main.start(Main.java:150)
	at org.apache.tools.ant.Main.main(Main.java:240)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:64)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:615)
	at com.ibm.ws.bootstrap.WSLauncher.main(WSLauncher.java:263)",111
325,36156,"Comment 9","dev1","2008-08-29 10:03:27","(In reply to <a href=""show_bug.cgi?id=36156#c8"">comment #8</a>)
<span class=""quote"">&gt; Team,
&gt; 
&gt; I am able to reproduce this bug.</span>

No, you are reproducing <a class=""bz_bug_link 
          bz_status_RESOLVED  bz_closed"" title=""RESOLVED DUPLICATE - XMLLogger causes OutOfMemoryError"" href=""show_bug.cgi?id=35476"">bug 35476</a>

The original post didn't talk about XMLLogger at all, so it must be (have been) a different issue.","(In reply to comment #8)
> Team,
> 
> I am able to reproduce this bug.

No, you are reproducing bug 35476

The original post didn't talk about XMLLogger at all, so it must be (have been) a different issue.",111
326,26645,Description,"LI TAO","2004-02-03 22:37:06","I got a target to update the war file. It's working pretty well in Window2000, 
but is not updating the war file while it's running in a Linux box. Following 
is my code:

    &lt;target name=&quot;updateWar&quot; description=&quot;update configuration file for niobe 
environment&quot;&gt;
        &lt;war destfile=&quot;${project.scratch.path}/dist/esm-web.war&quot; update=&quot;true&quot;&gt;
            &lt;fileset dir=&quot;${niobe.deploybase.path}/config/webroot&quot; /&gt;
        &lt;/war&gt;
    &lt;/target&gt;

I have the latest JDK1.4.2_03 and apache ant 1.6.0 running on RedHat 9.0 kernel 
version 2.4.20-18.9smp. Please help. Thanks!","I got a target to update the war file. It's working pretty well in Window2000, 
but is not updating the war file while it's running in a Linux box. Following 
is my code:

    <target name=""updateWar"" description=""update configuration file for niobe 
environment"">
        <war destfile=""${project.scratch.path}/dist/esm-web.war"" update=""true"">
            <fileset dir=""${niobe.deploybase.path}/config/webroot"" />
        </war>
    </target>

I have the latest JDK1.4.2_03 and apache ant 1.6.0 running on RedHat 9.0 kernel 
version 2.4.20-18.9smp. Please help. Thanks!",112
327,26645,"Comment 1","LI TAO","2004-02-03 22:38:36","I got a target to update the war file. It's working pretty well in Window2000, 
but is not updating the war file while it's running in a Linux box. Following 
is my code:

    &lt;target name=&quot;updateWar&quot; description=&quot;update configuration file for niobe 
environment&quot;&gt;
        &lt;war destfile=&quot;${project.scratch.path}/dist/esm-web.war&quot; update=&quot;true&quot;&gt;
            &lt;fileset dir=&quot;${niobe.deploybase.path}/config/webroot&quot; /&gt;
        &lt;/war&gt;
    &lt;/target&gt;

I have the latest JDK1.4.2_03 and apache ant 1.6.0 running on RedHat 9.0 kernel 
version 2.4.20-18.9smp. Please help. Thanks!","I got a target to update the war file. It's working pretty well in Window2000, 
but is not updating the war file while it's running in a Linux box. Following 
is my code:

    <target name=""updateWar"" description=""update configuration file for niobe 
environment"">
        <war destfile=""${project.scratch.path}/dist/esm-web.war"" update=""true"">
            <fileset dir=""${niobe.deploybase.path}/config/webroot"" />
        </war>
    </target>

I have the latest JDK1.4.2_03 and apache ant 1.6.0 running on RedHat 9.0 kernel 
version 2.4.20-18.9smp. Please help. Thanks!",112
328,26645,"Comment 2","dev1","2004-06-04 13:37:11","Can you please compare the timestamps of the files you expect to be newer (so
that war needs an update) with the timestamps inside the archive?  This bug may be
related to <a class=""bz_bug_link 
          bz_status_RESOLVED  bz_closed"" title=""RESOLVED FIXED - Dates too late in jar entries"" href=""show_bug.cgi?id=17934"">bug 17934</a>.","Can you please compare the timestamps of the files you expect to be newer (so
that war needs an update) with the timestamps inside the archive?  This bug may be
related to bug 17934.",112
329,26645,"Comment 3","dev1","2005-03-14 16:25:28",ping,ping,112
330,44525,Description,Binodini,"2008-03-04 04:15:19","Testing how to enter a bug","Testing how to enter a bug",113
331,44525,"Comment 1",Binodini,"2008-03-04 04:18:54","Go to Start--&gt; Run type mstsc and enter 
Remote DesktopConnection window will open put 209.34.77.21 IP Address and click Connect
Remote Console of the server will open and notice windows will prompt, Click OK
Type User Name: sd_evault 
Password:  Rt2bacKup!
log on to: (iADUTILWIN01 (this computer)
and Click OK
Now you have logged on server remotely.
Double click on EVault InfoStage CentralControl icon on the desktop, it will prompt for password.
Put the password: g3t$mart and click OK
Confirm customer name (left side of window) and host name of the servers added and check the latest log. 
After confirm backup configured for the hostname logout from the server","Go to Start--> Run type mstsc and enter 
Remote DesktopConnection window will open put 209.34.77.21 IP Address and click Connect
Remote Console of the server will open and notice windows will prompt, Click OK
Type User Name: sd_evault 
Password:  Rt2bacKup!
log on to: (iADUTILWIN01 (this computer)
and Click OK
Now you have logged on server remotely.
Double click on EVault InfoStage CentralControl icon on the desktop, it will prompt for password.
Put the password: g3t$mart and click OK
Confirm customer name (left side of window) and host name of the servers added and check the latest log. 
After confirm backup configured for the hostname logout from the server",113
332,44525,"Comment 2","dev11","2008-03-04 06:17:00","1. Stop experimenting with defects in the Apache site. Create your own bugzilla server and play there.

2. If you continue to do so, we will block off your IP address/username.","1. Stop experimenting with defects in the Apache site. Create your own bugzilla server and play there.

2. If you continue to do so, we will block off your IP address/username.",113
333,2942,Description,SNeelakantan_C,"2001-07-31 21:38:59","Anties,

I had logged a bug last week or so that the BuildEventListener did not
catch exceptions even on a failed copy, but I was informed that &lt;copy&gt; didn't 
throw exception with Ant 1.3 and I was asked to upgraded to Ant 1.4.
I picked up a nightly build (2001-07-25) and I have the same problem with that 
one too.
I am basically doing a &lt;copy file=&quot;non-existent1.txt&quot; tofile=&quot;non-
existent2.txt&quot; /&gt; and I get the message, &quot;Could not find file to copy&quot;, but it 
doesn't set an exception with my listener class.
I am finding it difficult to validate whether my tasks ran successfully or not 
because of this.

I would appreciate any alternative solution too to accomplish this task.

Please reply ASAP if possible.

Thanks and regards,
Shanker","Anties,

I had logged a bug last week or so that the BuildEventListener did not
catch exceptions even on a failed copy, but I was informed that <copy> didn't 
throw exception with Ant 1.3 and I was asked to upgraded to Ant 1.4.
I picked up a nightly build (2001-07-25) and I have the same problem with that 
one too.
I am basically doing a <copy file=""non-existent1.txt"" tofile=""non-
existent2.txt"" /> and I get the message, ""Could not find file to copy"", but it 
doesn't set an exception with my listener class.
I am finding it difficult to validate whether my tasks ran successfully or not 
because of this.

I would appreciate any alternative solution too to accomplish this task.

Please reply ASAP if possible.

Thanks and regards,
Shanker",114
334,2942,"Comment 1","dev8","2001-08-01 08:26:33","Created <span class=""""><a href=""attachment.cgi?id=377"" name=""attach_377"" title=""Simple listener"">attachment 377</a> <a href=""attachment.cgi?id=377&amp;action=edit"" title=""Simple listener"">[details]</a></span>
Simple listener","Created attachment 377 [details]
Simple listener",114
335,2942,"Comment 2","dev8","2001-08-01 08:29:27","OK, I have attached a simple listener implementation. I have a simple buikld 
file which attempts to copy a non-existent file and another target which does 
nothing. These are the reuslts for me when I run this. Note the last line of 
